username,time,avatar_title,group,post_count,join_date,from,text
jeff10012003,"  Jul 11 2017, 03:42 PM, updated 12m ago",Format Complete,Group: Senior Member,"Posts: 1,628",Joined: Nov 2011,From: Island of Malacca Straits,Cukur
Revamperz,"  Jul 11 2017, 03:43 PM",im freaking IN! ™,Group: Senior Member,"Posts: 4,878",Joined: Jan 2003,,fuuuu naik 20sen!!!
judehow,"  Jul 11 2017, 03:44 PM",Regular,Group: Senior Member,"Posts: 1,405",Joined: Feb 2010,,gg .com
ibnunarsim,"  Jul 11 2017, 03:44 PM",Getting Started,Group: Junior Member,Posts: 201,Joined: Jan 2012,From: Klang - KL - Klang,I tot TS only makan masimo.. tak jadi boikot gardenia ke?
adamhzm90,"  Jul 11 2017, 03:44 PM",On my way,Group: Senior Member,Posts: 535,Joined: Apr 2014,,boikottmassimo berapa rm?
MneN,"  Jul 11 2017, 03:44 PM",New Member,Group: Junior Member,Posts: 10,Joined: Feb 2016,From: Bayan Lepas,I tot got subsidy..ohwaiit... that's 20 years ago..
Revamperz,"  Jul 11 2017, 03:45 PM",im freaking IN! ™,Group: Senior Member,"Posts: 4,878",Joined: Jan 2003,,massimo rm2.10?
neoexcaliber,"  Jul 11 2017, 03:45 PM",Getting Started,Group: Junior Member,Posts: 67,Joined: Jan 2005,,Massimo was still 2.30 at 99 last week.
azhan82,"  Jul 11 2017, 03:45 PM",Getting Started,Group: Junior Member,Posts: 239,Joined: May 2015,From: Klang Valley,next time go to UmNGOK rally..get free Gardenia....inb4 20sen...
azhan82,"  Jul 11 2017, 03:45 PM",Getting Started,Group: Junior Member,Posts: 239,Joined: May 2015,From: Klang Valley,
TrustULoveU,"  Jul 11 2017, 03:46 PM",Casual,Group: Junior Member,Posts: 372,Joined: Apr 2010,,long time dah x makan roti anyway
jeff10012003,"  Jul 11 2017, 03:46 PM",Format Complete,Group: Senior Member,"Posts: 1,628",Joined: Nov 2011,From: Island of Malacca Straits,masimo the roti feeling not like gardenia.inb4 gardenia gula 1kg per loaf.
kausar,"  Jul 11 2017, 03:47 PM",Casual,Group: Junior Member,Posts: 339,Joined: Jul 2009,,this is premium roti not the budget one
abgropi,"  Jul 11 2017, 03:47 PM",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,cukur.2.5 is good number.
koolio,"  Jul 11 2017, 03:47 PM",New Member,Group: New Member,Posts: 2,Joined: Sep 2015,,shouldnt it be rm3.50? thanks bn!!!
LamboSama,"  Jul 11 2017, 03:48 PM",Getting Started,Group: Junior Member,Posts: 67,Joined: Aug 2011,,Sarahan petrol increase last week.
Zot,"  Jul 11 2017, 03:48 PM",Regular,Group: Senior Member,"Posts: 1,892",Joined: Mar 2014,,sebab beras dah naik
SerioseCat,"  Jul 11 2017, 03:49 PM",Getting Started,Group: Junior Member,Posts: 290,Joined: May 2008,,Jilake KIMMA/Vincent Tan/Al-Bukhary/Lim Goh TongOh wait I thought it was roti canaiJilake KIMMA/Vincent Tan/Al-Bukhary/Lim Goh Tong
cbm711,"  Jul 11 2017, 03:51 PM",Getting Started,Group: Junior Member,Posts: 132,Joined: Dec 2009,,Gar Ni Nia ..
Cy016,"  Jul 11 2017, 03:51 PM",New Member,Group: Junior Member,Posts: 6,Joined: Nov 2015,,Malaysia sudah Maju!!
kllonely1,"  Jul 11 2017, 03:52 PM",New Member,Group: Junior Member,Posts: 32,Joined: Oct 2004,,"Apa awak nak lagi?Semua naik, gaji tak naik setaraf.Awak pilih BN?Harapan rakyat dimana?"
COOLPINK,"  Jul 11 2017, 03:54 PM",Getting Started,Group: Junior Member,Posts: 184,Joined: Oct 2010,,fuh! naik 8.7%.naik gaji pun tak begitu banyak.
@zan65,"  Jul 11 2017, 03:55 PM",New Member,Group: Junior Member,Posts: 13,Joined: Dec 2016,From: Penang - Skudai,its time to make roti sendiri
omgimahero,"  Jul 11 2017, 03:55 PM",Casual,Group: Junior Member,Posts: 445,Joined: Aug 2012,From: google.com,cukur malaysia masih aman?
kcmy,"  Jul 11 2017, 03:57 PM",I gazed a gazeless stare,Group: Senior Member,Posts: 674,Joined: Jan 2006,,"Syukur Barang Naik, Terima Kasih BN!"
