username,time,avatar_title,group,post_count,join_date,from,text
HandsomeChap,"  Jul 19 2017, 12:10 PM, updated 52s ago",New Member,Group: New Member,Posts: 0,"Joined: Today, 11:47 AM",,"I got house, I got car, I got moolah. How to feel happy?"
amxpayne67,"  Jul 19 2017, 12:11 PM",The Coon,Group: Senior Member,Posts: 683,Joined: Mar 2010,From: Puchong Extreme,find true love. adapt communism
ciwi1166,"  Jul 19 2017, 12:11 PM",~~~Prestissimo~~~,Group: Senior Member,"Posts: 1,987",Joined: Dec 2006,From: In your head...,cukurrrrrr
HandsomeChap,"  Jul 19 2017, 12:12 PM",New Member,Group: New Member,Posts: 0,"Joined: Today, 11:47 AM",,True cukur. Humans not perfect.
advocado,"  Jul 19 2017, 12:12 PM",Look at all my stars!!,Group: Senior Member,"Posts: 2,081",Joined: Jun 2007,,"give everything to charity & become a monk.i'm telling you you will feel content once you realize the true meaning of life.» Click to show Spoiler - click again to hide... «""The cake is a lie!"""
happy free woman,"  Jul 19 2017, 12:16 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2017,,Find a good woman and start a family. Seriously becoming a parent helps many people DISCOVER their purpose of LIFE.
daddygrandson,"  Jul 19 2017, 12:16 PM",New Member,Group: New Member,Posts: 3,Joined: Jun 2017,,Die
arubin,"  Jul 19 2017, 12:19 PM",Holy Pastafarian,Group: Senior Member,Posts: 619,Joined: Oct 2007,From: Church of the Flying Spaghetti Monster,"If guy, get a blowjobIf girl, go shopping./kolos."
abgropi,"  Jul 19 2017, 12:22 PM",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,i eat ayam goreng mcd to happy.
Saitama,"  Jul 19 2017, 12:25 PM",Getting Started,Group: Junior Member,Posts: 100,Joined: Sep 2013,,give it all away
bamkai,"  Jul 19 2017, 12:25 PM",Getting Started,Group: Junior Member,Posts: 110,Joined: Jan 2010,,
jerm57,"  Jul 19 2017, 12:27 PM",New Member,Group: Junior Member,Posts: 8,Joined: Nov 2010,From: Penis ular Bolehland,Make dupes and post in /k.
tergezut,"  Jul 19 2017, 12:30 PM",New Member,Group: Junior Member,Posts: 19,Joined: Jul 2009,,"If you haven’t heard about the term “bucket list”, it is a list of all the goals you want to achieve, dreams you want to fulfill and life experiences you desire to experience before you die."
peinsama,"  Jul 19 2017, 12:32 PM",Au fait,Group: Senior Member,Posts: 720,Joined: Apr 2008,From: Kuala Lumpur,"maybe u are not like ur username loh...maybe la, jgn triggered ya"
arif85124,"  Jul 19 2017, 12:33 PM",New Member,Group: Junior Member,Posts: 20,Joined: Mar 2009,From: inside Marisa hat,sykur.avi
Baconateer,"  Jul 19 2017, 12:34 PM",Meh..... (TM),Group: Senior Member,"Posts: 1,998",Joined: Jun 2013,From: Blue Planet,diam 7 la dupe..
empatTan,"  Jul 19 2017, 12:38 PM",On my way,Group: Senior Member,Posts: 664,Joined: Mar 2016,,R u hensem?
HandsomeChap,"  Jul 19 2017, 01:55 PM",New Member,Group: New Member,Posts: 0,"Joined: Today, 11:47 AM",,
