username,time,avatar_title,group,post_count,join_date,from,text
Remaja Isap Gam,"  Jul 11 2017, 12:19 PM, updated 28m ago",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,
hollyweed,"  Jul 11 2017, 12:26 PM",New Member,Group: Junior Member,Posts: 19,Joined: May 2015,,wakakaka padan muka rempit jatuh moto.. maluuu
Baconateer,"  Jul 11 2017, 12:28 PM",Meh..... (TM),Group: Senior Member,"Posts: 1,979",Joined: Jun 2013,From: Blue Planet,selow dupe..
amon_meiz,"  Jul 11 2017, 12:29 PM",On my way,Group: Senior Member,Posts: 666,Joined: Jan 2009,,This give me more satisfaction than ejaculation
SKY233,"  Jul 11 2017, 12:30 PM",u x sukak u keluar,Group: Senior Member,Posts: 632,Joined: Jul 2008,From: :hehe:,sampah
whyamiblack,"  Jul 11 2017, 12:34 PM",New Member,Group: Junior Member,Posts: 18,Joined: Feb 2014,,Wahahahahaha best sial
JustcallmeLarry,"  Jul 11 2017, 12:37 PM",Enthusiast,Group: Senior Member,Posts: 792,Joined: Jan 2010,,Someone posted b4 la. To me the fail is not he fell down but when he did the jump and let his birdy absorb the full force of the jump.
persona93,"  Jul 11 2017, 12:38 PM",Casual,Group: Junior Member,Posts: 368,Joined: Oct 2010,,masyarakat
myasiahobby,"  Jul 11 2017, 12:48 PM",Casual,Group: Junior Member,Posts: 455,Joined: Dec 2009,From: Russia,if die better
ar188,"  Jul 11 2017, 12:49 PM",Look at all my stars!!,Group: Senior Member,"Posts: 8,099",Joined: Jun 2006,,AP asia lulz
kici meow,"  Jul 11 2017, 12:50 PM",New Member,Group: New Member,Posts: 4,Joined: Mar 2017,,toyol inside
shuttet,"  Jul 11 2017, 12:52 PM",New Member,Group: New Member,Posts: 0,Joined: Aug 2015,From: Perak,Masuk longkang ke?
kentchow75,"  Jul 11 2017, 12:52 PM",Best Biz Card Printing Service,Group: Senior Member,"Posts: 1,337",Joined: May 2011,From: - -,No brainer is everywhere
VinniJeyaa,"  Jul 11 2017, 12:57 PM",Getting Started,Group: Junior Member,Posts: 293,Joined: Jul 2008,,still oghe kito categorycarries alot of preivileges
radical85,"  Jul 11 2017, 12:58 PM",lalala~~,Group: Senior Member,Posts: 623,Joined: Oct 2005,,Average human IQ 120-50% whenever u do stupid stunt like this. -add back 20 since he is wearing a helmet. Final conclusion this dude IQ 80.
VinniJeyaa,"  Jul 11 2017, 12:59 PM",Getting Started,Group: Junior Member,Posts: 293,Joined: Jul 2008,,last time Kera Jamban defended them in parliament.
AP Asia,"  Jul 11 2017, 01:06 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2017,,Got die or not?
zakuankajang,"  Jul 11 2017, 01:35 PM",New Member,Group: New Member,Posts: 0,Joined: May 2017,"From: Kepala Batas, Penang",not bad..
Remaja Isap Gam,"  Jul 11 2017, 03:02 PM",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,hi dupe
haturaya,"  Jul 11 2017, 03:04 PM",Regular,Group: Elite,"Posts: 1,112",Joined: Jan 2003,,Where's the aftermath? Die or not?
kllonely1,"  Jul 11 2017, 03:09 PM",New Member,Group: Junior Member,Posts: 32,Joined: Oct 2004,,Sudah mati?Kalau belum suruh dia buat lagi sampai mati.Janji orang awam tak jadi mangsa.
soowky,"  Jul 11 2017, 03:11 PM",New Member,Group: Junior Member,Posts: 10,Joined: Jul 2009,From: /kay/,motor masih hidup!! motor masih hidup!!
cbm711,"  Jul 11 2017, 03:16 PM",Getting Started,Group: Junior Member,Posts: 132,Joined: Dec 2009,,Bikin malu persatuan kapcai malaysia ... in process kicking him out from the persatuanI felt malu due to same gang rempit with him ...
Remaja Isap Gam,"  Jul 11 2017, 03:30 PM",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,i rasa dia ok je
Ikruga,"  Jul 11 2017, 03:33 PM",Getting Started,Group: Junior Member,Posts: 126,Joined: Jan 2009,,I almost thought that he wasn't wearing any pants at all too
meteoraniac,"  Jul 11 2017, 03:39 PM",Enthusiast,Group: Senior Member,Posts: 898,Joined: Aug 2005,,wheres the 20 tonne truck when its needed
Revamperz,"  Jul 11 2017, 03:41 PM",im freaking IN! ™,Group: Senior Member,"Posts: 4,878",Joined: Jan 2003,,gila laa.. combo superman n bodyslamlongkang mari
uk9089,"  Jul 11 2017, 03:46 PM",Getting Started,Group: Junior Member,Posts: 144,Joined: May 2005,,"What was in his mind when he doin the spiderman jump?""Jeronimo"""
Jasonist,"  Jul 11 2017, 03:47 PM",gegegegege,Group: Senior Member,"Posts: 1,103",Joined: May 2006,From: Malaysia,komedi ini penuh lucu!
