username,time,avatar_title,group,post_count,join_date,from,text
Cy016,"  Jul 11 2017, 10:56 AM, updated 5h ago",New Member,Group: Junior Member,Posts: 6,Joined: Nov 2015,,Medicine... when she is sick?
gsem984,"  Jul 11 2017, 10:57 AM",Getting Started,Group: Junior Member,Posts: 109,Joined: Oct 2015,,sapu the medicine on your dick and let her suck.
HonMun,"  Jul 11 2017, 10:58 AM",Professor,Group: Senior Member,Posts: 858,Joined: Nov 2005,From: Malaysia,Shoot inside and press her nose
lawsh,"  Jul 11 2017, 10:59 AM",Cikurity,Group: Senior Member,"Posts: 6,540",Joined: Jan 2003,From: KL,just like how you force feed a baby?hold the nose until they must breathe and in it all goes
mz2020,"  Jul 11 2017, 10:59 AM",Getting Started,Group: Junior Member,Posts: 113,Joined: Apr 2007,,
seiferalmercy,"  Jul 11 2017, 11:00 AM",New Member,Group: Junior Member,Posts: 37,Joined: May 2010,,
AnythingK,"  Jul 11 2017, 11:01 AM",Getting Started,Group: Junior Member,Posts: 161,Joined: Jul 2008,,"Make sure you eat more fruit before giving your ""medicine"" to her. So that the ""medicine"" will be sweeter."
doppatroll,"  Jul 11 2017, 11:01 AM",Getting Started,Group: Junior Member,Posts: 133,Joined: Sep 2013,,this...confirm swallow
Derpington,"  Jul 11 2017, 11:04 AM",Getting Started,Group: Junior Member,Posts: 123,Joined: Apr 2013,From: Bandar Narnia,well played. *slow claps*
kopihazelnut,"  Jul 11 2017, 11:04 AM",New Member,Group: Junior Member,Posts: 11,Joined: Mar 2014,,If it pills u can put in water / her food
green_algae,"  Jul 11 2017, 11:06 AM","48.0672° N, 12.8636° E",Group: Senior Member,Posts: 860,Joined: Dec 2011,,"Mix he ""medicine"" in coffee and make her drink it."
Perbaman,"  Jul 11 2017, 11:08 AM",Getting Started,Group: Junior Member,Posts: 55,Joined: Nov 2011,,"susah sangat telan ikut mulut, telan ikut buntutsuruh sujud, masukkan ubat melalui duburnya"
beetch,"  Jul 11 2017, 11:15 AM",Getting Started,Group: Junior Member,Posts: 230,Joined: Jan 2003,,Ask ur mum la.She more or less have the same exp before she got u.
Warranty 24 months,"  Jul 11 2017, 11:16 AM",New Member,Group: New Member,Posts: 0,Joined: May 2017,,I thought swallow cum. Cilaka bait click thread
teehk_tee,"  Jul 11 2017, 11:17 AM",#crushingit ?,Group: Senior Member,"Posts: 5,200",Joined: Apr 2005,From: KUL/HKG/BKK/JKT,'medicine' ya?
BeastB,"  Jul 11 2017, 11:18 AM",On my way,Group: Senior Member,Posts: 670,Joined: May 2011,,8hNBVPt7yzY
myasiahobby,"  Jul 11 2017, 11:20 AM",Casual,Group: Junior Member,Posts: 455,Joined: Dec 2009,From: Russia,then try pancut dalam  owai
lunatique,"  Jul 11 2017, 11:21 AM",Casual,Group: Junior Member,Posts: 485,Joined: Jan 2011,,Pound the pill to smaller fragments and mix with water
KitZhai,"  Jul 11 2017, 11:22 AM",Getting Started,Group: Junior Member,Posts: 160,Joined: Dec 2008,From: /k/,"already expected it, why u so nab liddat also kena bait"
SKY233,"  Jul 11 2017, 11:24 AM",u x sukak u keluar,Group: Senior Member,Posts: 632,Joined: Jul 2008,From: :hehe:,
Weirdppl,"  Jul 11 2017, 11:26 AM",New Member,Group: New Member,Posts: 0,Joined: Apr 2017,,Lubang itu ada 7 kesemuanya
cloud666,"  Jul 11 2017, 11:26 AM",Getting Started,Group: Junior Member,Posts: 73,Joined: Jun 2010,,u telephone doctor see can mix eat together with ur cream or not
JeremyLord,"  Jul 11 2017, 11:29 AM",Getting Started,Group: Junior Member,Posts: 218,Joined: Nov 2012,From: Planet Earth,Lol
skloda,"  Jul 11 2017, 11:30 AM","Keep Calm , You Only Live Once",Group: Senior Member,"Posts: 1,751",Joined: Apr 2010,From: Keep Walking ... Tomorrowland,"spike her... i know longdan/ecstasy mix with red bull , she cant feel the weird taste ..."
Elgore,"  Jul 11 2017, 11:34 AM",Getting Started,Group: Junior Member,Posts: 109,Joined: Apr 2011,From: Seven Nation,feed her like mama birdowai
Ibrahimovic,"  Jul 11 2017, 11:41 AM",*HolyHunk*,Group: Senior Member,"Posts: 1,516",Joined: Aug 2007,From: Johor-Singapore,"Easy. Shoot while she is on her back, then keep hugging her in top"
Mikethebodo,"  Jul 11 2017, 11:44 AM",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,"take ventolin, it will make her throat bigger.easier for her to swallow your Didi..Oh wai"
da drummer,"  Jul 11 2017, 01:00 PM",:),Group: Senior Member,Posts: 688,Joined: Jun 2008,From: ~Negeri Sembilan~Sarawak~,tergelak besar aku
everest,"  Jul 11 2017, 01:04 PM",Getting Started,Group: Junior Member,Posts: 61,Joined: Sep 2007,,Scary
famusanus,"  Jul 11 2017, 01:37 PM",New Member,Group: Junior Member,Posts: 9,Joined: Mar 2017,,"shove it into her vagina, works the same way"
weretiger,"  Jul 11 2017, 01:38 PM",Foyuuuuuuuuuuuh,Group: Senior Member,"Posts: 1,098",Joined: Jan 2003,,My x always swallow
samjet,"  Jul 11 2017, 01:43 PM",Getting Started,Group: Junior Member,Posts: 96,Joined: May 2012,From: Kuala Lumpur,Click baitMod pls ban
ju146,"  Jul 11 2017, 01:44 PM",Enthusiast,Group: Senior Member,Posts: 970,Joined: Nov 2008,,Later didi kena chemical reaction
cangkui,"  Jul 11 2017, 03:54 PM",Getting Started,Group: Junior Member,Posts: 173,Joined: Mar 2010,,winrar.. u tried before ah?!
