username,time,avatar_title,group,post_count,join_date,from,text
tankhebeng1,"  Jul 11 2017, 09:38 AM, updated 3h ago",New Member,Group: New Member,Posts: 2,Joined: Jun 2017,,"» Click to show Spoiler - click again to hide... «» Click to show Spoiler - click again to hide... «Taiwan is seriously a damn nice place.Got everything in fengshui, mountain, river, seaWeather nicer than malaysia alsoIf only they are independent away from the commies then i can move there liao"
rzam,"  Jul 11 2017, 09:44 AM",New Member,Group: Junior Member,Posts: 49,Joined: Aug 2016,,lowyat.tw
Mikethebodo,"  Jul 11 2017, 09:44 AM",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,got earthquake and ribut taifan bro.and China boikot affect employment and economy. Only few country got embassy with Taiwan. Youth unemployment is quite high.
green_algae,"  Jul 11 2017, 09:45 AM","48.0672° N, 12.8636° E",Group: Senior Member,Posts: 860,Joined: Dec 2011,,You mean China rite
cbm711,"  Jul 11 2017, 09:45 AM",Getting Started,Group: Junior Member,Posts: 132,Joined: Dec 2009,,Lowyat.tw.roc
kopiPeng,"  Jul 11 2017, 09:46 AM",? Xiaomi VIP ?,Group: Senior Member,"Posts: 2,537",Joined: Aug 2008,,and dont forget their TW mei mei
tankhebeng1,"  Jul 11 2017, 09:46 AM",New Member,Group: New Member,Posts: 2,Joined: Jun 2017,,Yup thats why i say if only commies stop messing with them and they becum really independentcurrent situation they gonna get fked
upcars,"  Jul 11 2017, 09:55 AM",New Member,Group: New Member,Posts: 3,Joined: Feb 2017,,taiwan got nice seafood and rice
bartbarb,"  Jul 11 2017, 09:57 AM",Casual,Group: Junior Member,Posts: 322,Joined: Dec 2007,,"but the toilet is damn dirty.they do not throw toilet paper into the bowl, scare it will clogged."
M4A1,"  Jul 11 2017, 09:57 AM",[*#^?SONE?^#],Group: Senior Member,"Posts: 1,169",Joined: Aug 2005,,Malaysia also not bad
szaku89,"  Jul 11 2017, 09:57 AM",Amazing Z,Group: Senior Member,"Posts: 1,268",Joined: Jul 2008,From: Planet Earth,"wo ai tai mei, ta mei ai wo"
Noyoudontcare,"  Jul 11 2017, 09:58 AM",Getting Started,Group: Junior Member,Posts: 155,Joined: Jul 2008,,u been to sabah? or any parts of Malaysia danum valley island off sabah langkawiisland off sabah cameron highland kudat sabahpenang malaccakl
max_cjs0101,"  Jul 11 2017, 09:59 AM",Tarp hater and detector,Group: Staff,"Posts: 1,339",Joined: Nov 2004,From: A' Ghàidhealtachd,"We have better islands and beaches, they have nice people, culture and food."
Jasonist,"  Jul 11 2017, 10:00 AM",gegegegege,Group: Senior Member,"Posts: 1,103",Joined: May 2006,From: Malaysia,taiwan amoi more nice
latipbogiba,"  Jul 11 2017, 10:01 AM",New Member,Group: New Member,Posts: 2,Joined: Dec 2015,From: ayer tawar,taiwan memang la better dari malaysia. sekolah dorang pun yang terbaik di dunia
Mikethebodo,"  Jul 11 2017, 10:01 AM",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,"Our jungle at first not bad. But all the local tourist come n picnic throw rubbish, cause rats to come and pee, now got leptospirosis disease."
Ayambetul,"  Jul 11 2017, 10:01 AM",New Member,Group: Junior Member,Posts: 6,Joined: Mar 2017,,Yeah
cHaRsIeWpAu^^,"  Jul 11 2017, 10:02 AM",On my way,Group: Senior Member,Posts: 636,Joined: Jun 2006,,the only thing i dislike about malaysia is the people.
cbm711,"  Jul 11 2017, 10:05 AM",Getting Started,Group: Junior Member,Posts: 132,Joined: Dec 2009,,PRC would not let ROC out from his hand. Lesson learned from Malaysia let go thing singapork ...
myasiahobby,"  Jul 11 2017, 10:08 AM",Casual,Group: Junior Member,Posts: 455,Joined: Dec 2009,From: Russia,where is sexy amoi selling pinang
DarkNite,"  Jul 11 2017, 10:08 AM",??? ???B!?,Group: Senior Member,"Posts: 10,884",Joined: Jun 2008,,how much?
Zot,"  Jul 11 2017, 10:11 AM",Regular,Group: Senior Member,"Posts: 1,892",Joined: Mar 2014,,Malaysia has nasi lemak. Taiwan does not
MR_alien,"  Jul 11 2017, 10:13 AM",Mr.Alien on the loss,Group: Senior Member,"Posts: 2,016",Joined: Oct 2007,From: everywhere in sabah,many countries do that as well
Mr. Najib Razak,"  Jul 11 2017, 10:14 AM",Getting Started,Group: Junior Member,Posts: 62,Joined: Jun 2016,,ts bodokatak bawah tempurungmy>allgreat leaders and great infrastructure
JungWoo,"  Jul 11 2017, 10:17 AM",On my way,Group: Senior Member,Posts: 579,Joined: Feb 2012,,untongla tw guy. open social app at nigh can easily get ons
zstan,"  Jul 11 2017, 10:18 AM",10k Club,Group: Senior Member,"Posts: 11,976",Joined: Nov 2007,,Going tthere for holiday and working there is totally different
cbm711,"  Jul 11 2017, 10:20 AM",Getting Started,Group: Junior Member,Posts: 132,Joined: Dec 2009,,I wonder why penang doesnt do it with local bumiputra mei mei ?
cempedaklife,"  Jul 11 2017, 10:24 AM",Master Decoy,Group: Senior Member,"Posts: 1,631",Joined: Oct 2010,From: KL,maybe? you need to check the definition of maybe in dictionary.
teehk_tee,"  Jul 11 2017, 10:32 AM",#crushingit ?,Group: Senior Member,"Posts: 5,200",Joined: Apr 2005,From: KUL/HKG/BKK/JKT,working with taiwanese on the other hand is hell on earth.so how about no.
mcchin,"  Jul 11 2017, 10:49 AM",???,Group: Senior Member,"Posts: 3,335",Joined: Jul 2005,"From: Sin Lor, B'worth,Pg.","wellpinang mei mei slowly but surely phased out since two years agowell really dependsworked in a taiwanese company for 15 years and still goingdo understandback in 2013, 10gbps line is ~RM100while malaysiatheir pressure is some what like japaneseand the cunning of chinesethus the pressure to do well at the lowest cost possible is immensehey its a way to survive"
Strike,"  Jul 11 2017, 10:57 AM",New Member,Group: Junior Member,Posts: 34,Joined: Jan 2003,From: KL,syukur BN still in controltakbir
Elgore,"  Jul 11 2017, 10:58 AM",Getting Started,Group: Junior Member,Posts: 109,Joined: Apr 2011,From: Seven Nation,lu tak suka lu keluar
zhou.xingxing,"  Jul 11 2017, 11:00 AM",jinnyhngh! :3,Group: Senior Member,"Posts: 1,202",Joined: Aug 2014,From: Soviet Sarawak - Dum Spiro Spero,just see the girls know win edi la
hiyyl,"  Jul 11 2017, 11:29 AM",Getting Started,Group: Junior Member,Posts: 197,Joined: Nov 2009,From: PJ | Sibu,Tw mei2 > ALL
Pink Spider,"  Jul 11 2017, 11:39 AM",??????,Group: Senior Member,"Posts: 16,837",Joined: Jun 2011,From: ????,Taiwan tau copy Jepunis culture jeMain fashionBanyak lesbo dan gays
Virlution,"  Jul 11 2017, 12:09 PM",New Member,Group: Junior Member,Posts: 7,Joined: Jan 2010,,Taiwan got beetel leaves booths by the roadside....
VinniJeyaa,"  Jul 11 2017, 12:13 PM",Getting Started,Group: Junior Member,Posts: 293,Joined: Jul 2008,,taiwan amois are captivating too....
happyking4ever,"  Jul 11 2017, 12:13 PM",Getting Started,Group: Junior Member,Posts: 192,Joined: Feb 2015,,"yeah, they also got typhoon which means no need to go to work and school. so much more better than us."
TruboXL,"  Jul 11 2017, 12:18 PM",Casual,Group: Junior Member,Posts: 335,Joined: Jan 2016,"From: Kota Tinggi, Johor",fox spirits owaii
Remaja Isap Gam,"  Jul 11 2017, 12:22 PM",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,"taiwan kecik senang nak govern, malaysia besar susah nak govern. ini pun tak tau ke?"
Chaud,"  Jul 11 2017, 12:31 PM",Enthusiast,Group: Senior Member,Posts: 743,Joined: Jun 2007,,same here...many retards...many inconsiderate smokers
cedriclee,"  Jul 11 2017, 12:36 PM",Getting Started,Group: Junior Member,Posts: 161,Joined: Sep 2013,,"Taiwan local artist open concert full house, Malaysia local artist no chance to open concert in Malaysia."
tankhebeng1,"  Jul 11 2017, 12:43 PM",New Member,Group: New Member,Posts: 2,Joined: Jun 2017,,What abt namawee
kiasunkiasi,"  Jul 11 2017, 01:04 PM",On my way,Group: Senior Member,Posts: 538,Joined: Nov 2007,,takutz kidnap
cedriclee,"  Jul 11 2017, 01:32 PM",Getting Started,Group: Junior Member,Posts: 161,Joined: Sep 2013,,Namewee have yet to organized a concert (where listeners have to pay for seat) in Malaysia as far as I know. And he's yet to make it in Taiwan (Taipei Arena). He's still like an indie act there
kamfoo,"  Jul 11 2017, 01:41 PM",Getting Started,Group: Junior Member,Posts: 171,Joined: Nov 2010,,I miss Taipei
deathTh3Cannon,"  Jul 11 2017, 01:43 PM",Getting Started,Group: Junior Member,Posts: 158,Joined: Aug 2011,,» Click to show Spoiler - click again to hide... «
