username,time,avatar_title,group,post_count,join_date,from,text
mattsynyster,"  Jul 11 2017, 01:56 PM, updated 2h ago",Getting Started,Group: Junior Member,Posts: 60,Joined: Feb 2013,"From: Ono Nonoko,","10 Julai 2017- SERAMAI 23 pemilik kereta yang mendakwa menjadi mangsa penipuan syarikat pajakan kenderaan berkumpul di premis simpanan kereta Jalan Sungai Sekamat, Kajang bagi menuntut semula kereta mereka yang ditemui di lokasi berkenaan hari ini.Usaha bermula pada 11 pagi diketuai Pengarah Unit Tindakan Khas Persatuan Pengguna Islam Malaysia (PPIM)Yusuf Azmi yang membawa semua 23 mangsa ke sebuah pusat penyimpanan kenderaan yang menempatkan semua kereta mangsa sejak beberapa bulan lalu.Yusuf ketika ditemui berkata, pihaknya telah mendapatkan perkhidmatan trak tunda untuk membawa kereta terbabit bersama pemiliknya ke lokasi yang telah dipastikan atau balai polis berhampiran untuk tindakan selanjutkan.""Bagaimanapun usaha kami sedikit kesukaran apabila pekerja syarikat trak tunda tiba-tiba enggan menunda kenderaan berkenaan walaupun pemiliknya ada bersama kerana mendakwa diugut pekerja syarikat pajakan terbabit.""Keadaan itu membuatkan PPIM terpaksa menggunakan perkhidmatan trak tunda di luar kawasan ini dan sehingga kini jam 6 petang kami berjaya mengeluarkan sebuah Proton Exora mangsa sementara kira-kira 10 trak tunda lain dalam perjalanan ke lokasi untuk menarik baki 22 lagi kenderaan,"" katanya.Khamis lalu, Harian Metro melaporkan PPIM menerima lebih 500 aduan mengenai penipuan syarikat pajakan kenderaan didalangi lelaki bergelar Datuk Seri.Ketua aktivisnya Datuk Nadzim Johan dilaporkan berkata, modus operandi digunakan ialah sambung bayar menerusi satu perjanjian yang sebenarnya tidak membawa nilai apa-apa.Menurutnya, pemilik kenderaan dijanjikan bahawa kereta yang mereka pajak itu mempunyai penyewa dan mereka tidak akan mempunyai masalah pembiayaan dengan institusi kewangan.Bagaimanapun sebaliknya berlaku apabila pemilik kenderaaan akhirnya menerima notis dari bank memaklumkan terdapat tunggakan bayaran bulanan sehingga tujuh bulan.SOS"
kici meow,"  Jul 11 2017, 01:59 PM",New Member,Group: New Member,Posts: 4,Joined: Mar 2017,,sambung bayar is ilegal..and bank can take action toward the owner u know...
M2K2Land,"  Jul 11 2017, 02:05 PM",Inevitable ??,Group: Senior Member,"Posts: 2,407",Joined: Apr 2006,,alot car dealer do that... say will help you pay until they sold out... dam scary...
haturaya,"  Jul 11 2017, 02:05 PM",Regular,Group: Elite,"Posts: 1,112",Joined: Jan 2003,,Still want to do this...
WhatMan,"  Jul 11 2017, 02:13 PM",Regular,Group: Senior Member,"Posts: 1,304",Joined: Oct 2010,,What is this mean?
Revamperz,"  Jul 11 2017, 02:14 PM",im freaking IN! ™,Group: Senior Member,"Posts: 4,878",Joined: Jan 2003,,yang penting 8055 must bring in millions
teehk_tee,"  Jul 11 2017, 02:17 PM",#crushingit ?,Group: Senior Member,"Posts: 5,200",Joined: Apr 2005,From: KUL/HKG/BKK/JKT,sy pun x tau siapa yang salah siniyang bagi keta utk sambung bayar.. ke yang jual keta sambung bayarhmm
~Sherlock~,"  Jul 11 2017, 02:17 PM",New Member,Group: Junior Member,Posts: 39,Joined: Oct 2010,,Sambung bayar a little different than pajak kereta. sambung bayar is person A take loan but person B pay loan and use car.pajak kereta is 'investors' aka owner enter agreement with a company to allow this company to use their names to apply for bank loan and in return they get back some money.
~Sherlock~,"  Jul 11 2017, 02:23 PM",New Member,Group: Junior Member,Posts: 39,Joined: Oct 2010,,All these owners are also unfair to the company. if they take their cars now its like getting a free car without DP.
Avangelice,"  Jul 11 2017, 02:25 PM",In Absolute Control,Group: Senior Member,"Posts: 3,254",Joined: Jun 2008,From: Kuching (The Land of Opportunity),Someone kindly explain what's going on
