username,time,avatar_title,group,post_count,join_date,from,text
Zaxx_Yong,"  Jul 11 2017, 08:45 AM, updated 2h ago",Getting Started,Group: Junior Member,Posts: 65,Joined: Nov 2016,,if you are Chinese and donno hokkien and mandarin... will it difficult to make friends with Penang folks ?
DarkNite,"  Jul 11 2017, 08:48 AM",??? ???B!?,Group: Senior Member,"Posts: 10,884",Joined: Jun 2008,,YES.
kkk8787,"  Jul 11 2017, 08:51 AM",Julyd8th,Group: Senior Member,"Posts: 1,104",Joined: Sep 2013,,no the mamak and non chinese there can be frens of urs too
tankhebeng1,"  Jul 11 2017, 08:51 AM",New Member,Group: New Member,Posts: 2,Joined: Jun 2017,,Chinese who dunno speak chinese might well dont be chinese
tua tai,"  Jul 11 2017, 08:54 AM",New Member,Group: New Member,Posts: 3,Joined: Nov 2015,,spik england la.
Subang Nuclear Reactor,"  Jul 11 2017, 08:55 AM",Getting Started,Group: Junior Member,Posts: 64,Joined: Dec 2015,"From: Melbourne, Darwin, Guangzhou",You blend with Malay yindia and Bangla in Penang lo
Pete the great,"  Jul 11 2017, 08:58 AM",Getting Started,Group: Junior Member,Posts: 204,Joined: Jul 2013,,Got lots of nice english speaking yindian from penang wat
SKY233,"  Jul 11 2017, 08:59 AM",u x sukak u keluar,Group: Senior Member,Posts: 632,Joined: Jul 2008,From: :hehe:,
Zaxx_Yong,"  Jul 11 2017, 09:04 AM",Getting Started,Group: Junior Member,Posts: 65,Joined: Nov 2016,,Then i had to used hand languageCantonese boy here .. so those hongki can separate from mainland ?Singa po meh ... every where every corner in PG (cina area) always nia here nia there
loui,"  Jul 11 2017, 09:06 AM",Casual,Group: Junior Member,Posts: 391,Joined: Mar 2005,From: Seri Kembangan / Kota Bharu,mandarin cukup cukup liaohokkien and cantonese are dying soonthose who is in their 20es don't speak dialects anymore
cbm711,"  Jul 11 2017, 09:10 AM",Getting Started,Group: Junior Member,Posts: 132,Joined: Dec 2009,,I speak tamil and hakka ... so how ? Can intergrate with LGE punya island kah ?
cHaRsIeWpAu^^,"  Jul 11 2017, 09:11 AM",On my way,Group: Senior Member,Posts: 636,Joined: Jun 2006,,chinese =/= mandarin
iGamer,"  Jul 11 2017, 09:11 AM",Casual,Group: Junior Member,Posts: 369,Joined: Feb 2016,From: BanhammerLand,"Yes, dialect is dying among new generation."
beetch,"  Jul 11 2017, 09:18 AM",Getting Started,Group: Junior Member,Posts: 230,Joined: Jan 2003,,U will be called banana
gsem984,"  Jul 11 2017, 09:20 AM",Getting Started,Group: Junior Member,Posts: 109,Joined: Oct 2015,,Japanese is somehow commonly used in Penang.
skeith,"  Jul 11 2017, 09:22 AM",Getting Started,Group: Junior Member,Posts: 240,Joined: Jul 2007,,"At the very least, they share the same written language"
