username,time,avatar_title,group,post_count,join_date,from,text
HyundaiMY,"  Jul 19 2017, 12:43 PM, updated 1h ago",New Member,Group: Junior Member,Posts: 7,Joined: Apr 2017,,"type=""video/mp4"">"
xperiaDROID,"  Jul 19 2017, 12:46 PM",Dahnald Trump,Group: Senior Member,"Posts: 1,547",Joined: Jun 2014,"From: KL, Mahresia",Overrated like GLY.
Lumiaaa,"  Jul 19 2017, 12:46 PM",Getting Started,Group: Junior Member,Posts: 96,Joined: Sep 2014,From: LYN,Lol CIMB octopus
apasarahannika,"  Jul 19 2017, 12:46 PM",New Member,Group: New Member,Posts: 3,Joined: Jan 2017,,janji tentacle porn inkambing
daddygrandson,"  Jul 19 2017, 12:46 PM",New Member,Group: New Member,Posts: 3,Joined: Jun 2017,,Muat be a tentacles fan
citacitata,"  Jul 19 2017, 12:51 PM",Getting Started,Group: Junior Member,Posts: 239,Joined: Jan 2016,From: Joined : 2008,Why melei boys so sukak this cainis. Ada DNA babi tu.
deathTh3Cannon,"  Jul 19 2017, 12:51 PM",Getting Started,Group: Junior Member,Posts: 159,Joined: Aug 2011,,KNN bingding datang lagi
crash123,"  Jul 19 2017, 12:52 PM",Getting Started,Group: Junior Member,Posts: 271,Joined: Aug 2011,,Coz they consider she is pretty?cannot ah
Revamperz,"  Jul 19 2017, 12:53 PM",im freaking IN! ™,Group: Senior Member,"Posts: 4,878",Joined: Jan 2003,,why take so long to any datuk to sangkut?mulut busuk?
citacitata,"  Jul 19 2017, 12:53 PM",Getting Started,Group: Junior Member,Posts: 239,Joined: Jan 2016,From: Joined : 2008,Meleis girls so much prettier than cainis. Please la.
LamboSama,"  Jul 19 2017, 12:54 PM",Getting Started,Group: Junior Member,Posts: 67,Joined: Aug 2011,,maybe booked already.just waiting for right time.
joe_kopitiam,"  Jul 19 2017, 12:55 PM",New Member,Group: Junior Member,Posts: 35,Joined: Oct 2014,,never thought i'd see the day when elizabeth tan & tentacles be in the same sentence
NUR_VER.3,"  Jul 19 2017, 12:55 PM",Getting Started,Group: Junior Member,Posts: 278,Joined: May 2008,From: Dun ya,Pandan bank
malaysiaboleh2017,"  Jul 19 2017, 12:56 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2017,,masih suka lagunya    https://www.youtube.com/watch?v=U4m69iwILH0
dawnx86,"  Jul 19 2017, 12:58 PM",New Member,Group: Junior Member,Posts: 5,Joined: May 2010,,"ayam malay & she is just so so to me, i also hate her fake ass accent in her song"
crash123,"  Jul 19 2017, 01:00 PM",Getting Started,Group: Junior Member,Posts: 271,Joined: Aug 2011,,Human more likely love towards other race. How asian see western gene is beauty and vice versa. That how human brain work.
United Rulez,"  Jul 19 2017, 01:01 PM",On my way,Group: Senior Member,Posts: 543,Joined: Sep 2006,,Kuda dan sotong
Toyoi,"  Jul 19 2017, 01:02 PM",New Member,Group: Junior Member,Posts: 7,Joined: Feb 2013,From: ToyoiLand,really enjoy reading those mamat2 comments... harapan tetap menggunung tinggi
petang makan maggi,"  Jul 19 2017, 01:04 PM",New Member,Group: Junior Member,Posts: 31,Joined: Mar 2017,,"Not, it's more like dominant vs non-dominant.Potassium can displace sodium. Florine dan displace chlorine.White = dominant = easily score or displace AsiansAsian on the other hand hard/rarely to score back whites."
mutan,"  Jul 19 2017, 01:04 PM",New Member,Group: Junior Member,Posts: 28,Joined: Jun 2010,From: teh 3deep5me interwebz,You post her almost everyday will only make me hate her for no reason.
