username,time,avatar_title,group,post_count,join_date,from,text
BPX,"  Jan 7 2017, 04:38 PM, updated 6 months ago",New Member,Group: New Member,Posts: 0,Joined: Sep 2014,,"Good day everyone!I'm going to order an Adidas Superstar from JD Sports' store. However, I took a peek at their facebook page and saw customers complaining about their delivery in the comments (product not arriving/ unhelpful customer services etc.) Did you guys ordered from them before? Received the shoes successfully?"
2feidei,"  Jan 7 2017, 04:52 PM",Enthusiast,Group: Senior Member,Posts: 951,Joined: Oct 2013,,"oledi got bad comment in fb, u still don't believe? Or, you want answer to hear what you want to hear, good arrive fast, good customer service, so, you reduce your guilt and stupidity if everything goes haywire? If I am you, I don't even consider at all"
Baconateer,"  Jan 7 2017, 04:56 PM",Meh..... (TM),Group: Senior Member,"Posts: 1,976",Joined: Jun 2013,From: Blue Planet,if u r in KL/selangor..or planning to go KL..just go to pavilion...they got a shop thr..
BPX,"  Jan 7 2017, 05:14 PM",New Member,Group: New Member,Posts: 0,Joined: Sep 2014,,"chill bro, I was just asking. Every deliver can't be 100% cepat dan tepat, maybe the few that commented are the ones that didn't get it. So the purpose of this thread is to ask who  that has a successful delivery."
2feidei,"  Jan 7 2017, 06:32 PM",Enthusiast,Group: Senior Member,Posts: 951,Joined: Oct 2013,,"I cool   I mean when there is too much negative comment, that will give you red flag, thread with caution with your hard earned money, unless u told me you have too much money to spare   then, I   u lor"
ywliang96,"  Jan 7 2017, 08:33 PM",Casual,Group: Junior Member,Posts: 313,Joined: Oct 2013,From: Midgar,"I ordered once before. And yes, did not arrived at all as well as my other mates.The reason why is because they ship the product from UK to Malaysia. Maybe our item lost halfway reaching here.Anyway it's best for you to get your pair directly in pavilion, Sunway pyramid or Sunway velocity."
BPX,"  Jan 8 2017, 12:35 AM",New Member,Group: New Member,Posts: 0,Joined: Sep 2014,,Thanks everyone
KoalaMan,"  Jan 20 2017, 11:27 AM",New Member,Group: New Member,Posts: 2,Joined: Oct 2016,,DamnI forgot to do research for their delivery issueI have order 2 pairs from UK and MY online store on 9/1/2017Until now did not receive anything.Now i expect the worst already.RM800++ GONE
shunsuke1979,"  Jan 25 2017, 09:03 AM",New Member,Group: New Member,Posts: 0,Joined: Jan 2017,,"u still didn't receive ur shoes.me also ordered from jd sport uk....got email that my shoes has bee despatched on 10.01,.2017.until now didn't received"
ywliang96,"  Jan 25 2017, 01:56 PM",Casual,Group: Junior Member,Posts: 313,Joined: Oct 2013,From: Midgar,I suggest u request for refund
splinter,"  Feb 26 2017, 09:03 AM",New Kid In Town,Group: Senior Member,"Posts: 1,856",Joined: Jan 2003,From: In front my PC,If I order from Malaysia website but shipped from U.K. Would I get tax? Saw few complaint at fb actually
ijamhc,"  Mar 6 2017, 08:42 AM",New Member,Group: Junior Member,Posts: 4,Joined: Jul 2008,,"dear all, just want to ask did you guys receive your shoes as of today?"
yoongjun,"  Mar 6 2017, 10:11 PM",Getting Started,Group: Junior Member,Posts: 50,Joined: Sep 2010,,"yes I would like to know too, those who commented have you guys received your orders? Also anyone else received their orders?"
maserati,"  Mar 6 2017, 10:15 PM",New Member,Group: Junior Member,Posts: 38,Joined: Dec 2009,,I ordered my shoes on Saturday February 25th and it arrived at my office on March 1st. The status of my order in JD's website still says my shoes are still in their warehouse until today.Edit: ohh and my shoes were shipped from the UK too.
linuxskate,"  Mar 7 2017, 01:48 AM",Getting Started,Group: Junior Member,Posts: 285,Joined: Dec 2008,From: causeway bay,"ordered 2 pairs of nmds from jd malaysia website. didnt know items shipped from uk, suddenly got email from DHL asked to pay tax! worst part the shipper declared the items in GBP instead of MYR, had to pay tax for rm400!!! but they said can provide receipt for refund. still waiting now..btw the items status from their website still showing in warehouse. what a joke.. lucky they're using DHL as shipper.. took about 5 days to reach.. but no tracking or whatsoever.."
ijamhc,"  Mar 7 2017, 08:04 AM",New Member,Group: Junior Member,Posts: 4,Joined: Jul 2008,,"this is my order as of now. TRACKDate / Time	Process	Event06 Mar 2017, 17:03:48PM	Item dispatched out PUSAT MEL NASIONAL	MPC PMIH (KLIA)06 Mar 2017, 09:52:27AM	Item held by Customs Awaiting presentation to customs commissioner	MPC PMIH (KLIA)06 Mar 2017, 09:51:27AM	Item processed at MPC PMIH (KLIA)	MPC PMIH (KLIA)23 Feb 2017, 21:00:00PM	Item dispatched out MPC PMIH (KLIA)	Sweden23 Feb 2017, 19:50:00PM	Item posted over the counter	Sweden"
ijamhc,"  Mar 7 2017, 09:04 AM",New Member,Group: Junior Member,Posts: 4,Joined: Jul 2008,,you ordered thru MY or UK site?
yoongjun,"  Mar 7 2017, 12:14 PM",Getting Started,Group: Junior Member,Posts: 50,Joined: Sep 2010,,bro which courier they used for yours? DirectLink?
ijamhc,"  Mar 7 2017, 12:21 PM",New Member,Group: Junior Member,Posts: 4,Joined: Jul 2008,,"yes, direct link"
maserati,"  Mar 7 2017, 02:19 PM",New Member,Group: Junior Member,Posts: 38,Joined: Dec 2009,,Yup. Exact same experience here. 2 pairs of NMDs too. Also declared in GBP. Also kena 400+ GST and currently waiting for refund.http://jdsports.my/
maserati,"  Mar 7 2017, 02:20 PM",New Member,Group: Junior Member,Posts: 38,Joined: Dec 2009,,Mine was via DHL.
ijamhc,"  Mar 7 2017, 05:15 PM",New Member,Group: Junior Member,Posts: 4,Joined: Jul 2008,,is it because you choose express delivery?
maserati,"  Mar 7 2017, 05:33 PM",New Member,Group: Junior Member,Posts: 38,Joined: Dec 2009,,"Not at all. The odd thing was, express delivery was not available as an option during my check out."
yoongjun,"  Mar 7 2017, 08:29 PM",Getting Started,Group: Junior Member,Posts: 50,Joined: Sep 2010,,"when you say refund, do you mean JD will refund the tax or you are refunding the shoes?"
maserati,"  Mar 7 2017, 10:26 PM",New Member,Group: Junior Member,Posts: 38,Joined: Dec 2009,,Refund the taxes. If you want to return the shoes you need to ship them back to the UK.
wnu2613,"  Mar 7 2017, 11:41 PM",New Member,Group: New Member,Posts: 0,Joined: Mar 2017,,May i know how you proceed to refund the tax?
maserati,"  Mar 8 2017, 03:20 PM",New Member,Group: Junior Member,Posts: 38,Joined: Dec 2009,,You need to keep the tax documents provided to you by the courier. Scan these documents and email them to JD.
ijamhc,"  Mar 8 2017, 03:51 PM",New Member,Group: Junior Member,Posts: 4,Joined: Jul 2008,,got my shoes already. worth a wait!
wnu2613,"  Mar 8 2017, 09:37 PM",New Member,Group: New Member,Posts: 0,Joined: Mar 2017,,"i get my 1 pair of nmd also today, i ordered at 2 march. i get my shoes directly without paying any tax. wondering why u guys need to pay tax?"
ijamhc,"  Mar 9 2017, 09:29 AM",New Member,Group: Junior Member,Posts: 4,Joined: Jul 2008,,"by looking at the invoice, it never stated what currency are using. normally custom will imposed a tax if the amount exceeded rm1000. if you purchase 2 NMDs then it would be more than 1000 (560 x 2). if you buy 1 so still below. but well, subject to our luck also lorrrr. i heard a case where the customer purchase only rm300 but invoice come out GBP300 so obviously if base on currency exchange will be more than rm1000."
linuxskate,"  Mar 9 2017, 05:19 PM",Getting Started,Group: Junior Member,Posts: 285,Joined: Dec 2008,From: causeway bay,"hi, they didnt reply my email when i want to proceed with the refund process! they replied urs?"
