Topic title: Best MCA drama awards  support PAS punishment,"Topic posted on: 15 Jul 2017, 13:49:00",Topic link: https://forum.lowyat.net/topic/4360616,"Topic scraped on: 02 Aug 2017, 02:57:52",
username,date,avatar_title,group,post_count,join_date,from,text
starlight glimmer,20170715,New Member,Group: Junior Member,Posts: 6,201505,,oh irony 7p1-4qqpjCU@ironmaid so he supported their ideology?
sonic31s,20170715,Getting Started,Group: Junior Member,Posts: 85,201604,,"MCA really for coming GE !!!Sure will ""win"" !!!"
teehk_tee,20170715,#crushingit ?,Group: Senior Member,"Posts: 5,201",200504,From: KUL/BKK/HKG/JKT,mca and running dog tidak berpisah.
honorable thief,20170715,New Member,Group: Junior Member,Posts: 6,201704,,"""Tak buat salah buat apa takut?""""Ini tidak berkaitan dengan orang bukan Islam."""
and85rew,20170715,Red Devil,Group: Senior Member,Posts: 646,200605,From: Kuching,Hahahaha burn
Dyson Jin,20170715,On my way,Group: Senior Member,Posts: 538,201303,,nak pancing unding ke MCA?
hcmalaya,20170715,New Member,Group: Newbie,Posts: 0,201510,,Woof woof on tv
Boom Mortar,20170715,Getting Started,Group: Junior Member,Posts: 145,201309,,From 7-11 to 0
ashestoashes,20170715,New Member,Group: Junior Member,Posts: 26,200905,,undi DAP kutuk MCApastu buat problem menangis carik uncle chong. sebab tau carik DAP apa taik pun diorang takkan bagitopkek
freeman1,20170715,New Member,Group: Junior Member,Posts: 39,201503,,No surprise for Menjual Cinis Association...
