username,time,avatar_title,group,post_count,join_date,from,text
marukochibime,"  Yesterday, 09:03 PM, updated 17h ago",New Member,Group: New Member,Posts: 0,Joined: Apr 2017,,"Things in Malaysia are so expensive. Petrol, food, transport, utilities bills so expensive. Everything increase only salary does not. DO u agree?"
drowning,"  Yesterday, 09:07 PM",New Member,Group: Junior Member,Posts: 16,Joined: Mar 2013,,"Most thing are imported, either directly or indirectly. Take that plus the shitty value of RM there you have your answer."
smallcrab,"  Yesterday, 09:08 PM",Getting Started,Group: Junior Member,Posts: 82,Joined: Jul 2007,From: Puchong,Blame stingy employers
$kidzl,"  Yesterday, 09:09 PM",New Member,Group: Junior Member,Posts: 42,Joined: Jul 2013,From: KL,Only expensive in urban areas bcs urban consumers in malaysia are half wits.
acbc,"  Yesterday, 09:11 PM",Look at all my stars!!,Group: Senior Member,"Posts: 5,104",Joined: Jan 2003,,Malaysians are generally poor. Reason why people spending money like water due to cheap loans and easy access to credit cards.
Vape [On],"  Yesterday, 09:11 PM",Regular,Group: Senior Member,"Posts: 1,069",Joined: Nov 2015,,Singapore even worse.You convert and seeOwai
everest,"  Yesterday, 09:11 PM",Getting Started,Group: Junior Member,Posts: 61,Joined: Sep 2007,,Terima kasih BN
theuglyduckling,"  Yesterday, 09:12 PM",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,"why your threads all about money, are you smartguy1990? need pay loan?"
zerorating,"  Yesterday, 09:12 PM",Sampah Masyarakat,Group: Senior Member,Posts: 572,Joined: Aug 2007,From: Lokap Polis,"but but pipul said malaysian bank really strict not like US, impossible to have sub-prime."
Pete the great,"  Yesterday, 09:17 PM",Getting Started,Group: Junior Member,Posts: 204,Joined: Jul 2013,,Terima kasih bn for hvg duties on goods.Anello bag cost rm 250 but in japan rm 180Levi jeans cost rm 250 but in hkg rm 150
+3kk!,"  Yesterday, 09:18 PM",Look at all my stars!!,Group: Senior Member,"Posts: 7,841",Joined: May 2006,,+1 thisand msian income is not that lowits just most people here have low income
afieQ,"  Yesterday, 09:18 PM",Casual,Group: Junior Member,Posts: 370,Joined: Mar 2008,From: Everywhere and nowhere,Buy rm30 fake anello from lelong enough la
koolio,"  Yesterday, 09:23 PM",New Member,Group: New Member,Posts: 2,Joined: Sep 2015,,"ts, i think u are the only who feels this way. most of the folks here make rm20k pm.thanks bn!!!"
Pete the great,"  Yesterday, 11:35 PM",Getting Started,Group: Junior Member,Posts: 204,Joined: Jul 2013,,Nanti strap pecah
kepong87,"  Yesterday, 11:37 PM",New Member,Group: Junior Member,Posts: 15,Joined: May 2011,,"Only these few years the things become more expensive, thanks to ringgit depreciation and Gst."
ar188,"  Yesterday, 11:37 PM",Look at all my stars!!,Group: Senior Member,"Posts: 8,099",Joined: Jun 2006,,good ma.. then easier for you to afford people working for you
ar188,"  Yesterday, 11:39 PM",Look at all my stars!!,Group: Senior Member,"Posts: 8,099",Joined: Jun 2006,,"and when have sales like black friday, overseas usually got real bargains also."
mois,"  Yesterday, 11:46 PM",Enemy Territory,Group: Senior Member,"Posts: 2,572",Joined: Nov 2007,From: Hornbill land,Hard to increase worker salary. Increase product price all complain there. Got job syukur dy
Cy016,"  Yesterday, 11:52 PM",New Member,Group: Junior Member,Posts: 6,Joined: Nov 2015,,"In malaysia,work = salary low n poor afstart own business = rich af"
bluecar,"  Yesterday, 11:58 PM",New Member,Group: Junior Member,Posts: 21,Joined: Mar 2012,,"Petrol is cheap. Food is very cheap. Bus rides are very cheap. Water is practically free, electricity is average, internet is somewhat cheap.Can you name another country where all 4 are cheaper?"
Pete the great,"  Today, 08:24 AM",Getting Started,Group: Junior Member,Posts: 204,Joined: Jul 2013,,The prob with present gahmen is that we r not able to promote many local brands to grow. So it appears that we buyers r not able to find quality local brands to replace foreign ones.
monoikhwan,"  Today, 08:28 AM",Getting Started,Group: Junior Member,Posts: 251,Joined: Apr 2013,,"Because we have middle pigs keep jacking up the price. Buy item at RM1, sold at RM100"
