username,time,avatar_title,group,post_count,join_date,from,text
max_cjs0101,"  May 17 2017, 09:38 AM, updated 2w ago",Tarp hater and detector,Group: Staff,"Posts: 1,339",Joined: Nov 2004,From: A' Ghàidhealtachd,About time to have one pinned already before every tens of similar threads every week.You may post all the latest updates here and please keep chats to a minimum.
Duckies,"  May 17 2017, 09:40 AM",Rubber Ducky,Group: Senior Member,"Posts: 6,756",Joined: Jun 2008,"From: Ipoh,Perak",So what's the prediction for Thurs?
dewill,"  May 17 2017, 09:40 AM",Regular,Group: Senior Member,"Posts: 1,479",Joined: Feb 2006,,when is the time it will start +/-?
~Sherlock~,"  May 17 2017, 09:46 AM",New Member,Group: Junior Member,Posts: 39,Joined: Oct 2010,,2 weeks down. confirm today announcement is +5 to +15 cents.
mred02,"  May 17 2017, 09:55 AM",Getting Started,Group: Junior Member,Posts: 207,Joined: Apr 2010,From: KL,90% price increase tmrw!
~Sherlock~,"  May 17 2017, 10:00 AM",New Member,Group: Junior Member,Posts: 39,Joined: Oct 2010,,"by right last week should be + but since got UMNO gathering, got to (-). this week..... hahaha....nayalah."
IamAHuman,"  May 17 2017, 10:05 AM",New Member,Group: Junior Member,Posts: 26,Joined: Mar 2016,,Crude oil increase... So increase lo
andylyc,"  May 17 2017, 10:07 AM",New Member,Group: New Member,Posts: 2,Joined: May 2017,,Looks like fuel price will go up beginning 18 May 2017 at 12.00 am
stimix,"  May 17 2017, 10:09 AM","Dunno
Travel & Living",Group: Moderator,"Posts: 3,540",Joined: Jan 2003,"From: Puchong, Selangor",We are now based on processed brent traded oil. Not crude oil. So tge best indicator in tge traded singapore brent oil
IamAHuman,"  May 17 2017, 10:10 AM",New Member,Group: Junior Member,Posts: 26,Joined: Mar 2016,,Oh ya forgot... So increase or...?
Duckies,"  May 17 2017, 10:14 AM",Rubber Ducky,Group: Senior Member,"Posts: 6,756",Joined: Jun 2008,"From: Ipoh,Perak",Coincident my car no petrol liao. Like that kena go pump today.
rcracer,"  May 17 2017, 10:17 AM",?????,Group: Senior Member,"Posts: 3,437",Joined: Jan 2003,,"Please refer here , proven accurate to nearest 2 sens https://forum.lowyat.net/topic/4203430"
khk1987,"  May 17 2017, 10:18 AM",Getting Started,Group: Junior Member,Posts: 94,Joined: Jul 2007,,"Tak yah nak tunggu di tered, download 1 google app. Jimat masa kn? Mai pilih satu"
IMBeta305,"  May 17 2017, 10:19 AM",Casual,Group: Junior Member,Posts: 324,Joined: Jan 2013,,i bet it goes up already. Already fill my tank to last me +/- 4days
stimix,"  May 17 2017, 10:30 AM","Dunno
Travel & Living",Group: Moderator,"Posts: 3,540",Joined: Jan 2003,"From: Puchong, Selangor","I can't understand singapore mop mogas95 trend but found good indicator from Australia which is also based on singapore mogas95.Based on the latest price vs last week, most probably the price will be UP tmrw. I think ~RM2.05-RM2.07.
http://www.aip.com.au/pricing/facts/Weekly...ices_Report.htm"
stimix,"  May 17 2017, 10:32 AM","Dunno
Travel & Living",Group: Moderator,"Posts: 3,540",Joined: Jan 2003,"From: Puchong, Selangor",Very usefull thread.
mujinkun,"  May 17 2017, 10:36 AM",Casual,Group: Junior Member,Posts: 348,Joined: Nov 2007,From: 3°05?N 101°39?E? plus ?,"Tak merasalah below RM2 per liter.BTW, why so far no competition between petrol pump?"
h4r8_kIlLeR,"  May 17 2017, 10:48 AM",New Member,Group: Junior Member,Posts: 9,Joined: Jun 2009,,Yesterday 16th may 2017... I pump petronas ron95 i saw 2.010 / litre
Seager,"  May 17 2017, 10:57 AM",Sick my duck,Group: Senior Member,"Posts: 1,218",Joined: Jan 2011,,I suggest first post to keep track of weekly change rather Chan users scrolling around.Can?
stimix,"  May 17 2017, 11:05 AM","Dunno
Travel & Living",Group: Moderator,"Posts: 3,540",Joined: Jan 2003,"From: Puchong, Selangor",The link to the pinned fast & furious section by rcracer already a good weekly update 2days b4 the actual and pretty accurate
