username,time,avatar_title,group,post_count,join_date,from,text
advocado,"  Today, 09:51 AM, updated 8m ago",Look at all my stars!!,Group: Senior Member,"Posts: 2,075",Joined: Jun 2007,,"Yes, i pulled the number striaght from the skis. But it's gonna happen, and it's not just about GDP surpassing Malaysia but overall, including the individual people's education & wealth.See the amount of Export Thailand does vs Malaysia, Thailand making alot of money from overseas sales & foreign investing in it, while Malaysia still generally relying on local market.Even now Malaysia are starting to copy from Thailand shopping mall concepts. And i see alot of Thais coming to Malaysia, end up starting own small f&b and business usually quite good, no longer focus on being bangglas. so you can see Thais are generally hardworking & willing to take risk.I don't see any reason why Thai won't be able to surpass Malaysia within 5 years time. you might say Malaysia got China, Thailand got even more China.It won't take too many decades for Malaysia & Brunei to fall into ASEAN poorest countries. Vietnam will also surpass Malaysia in around 10 years time."
neoFluidic,"  Today, 09:53 AM",New Member,Group: Junior Member,Posts: 47,Joined: Aug 2014,,And u knw why??? We gt too many kaki songlap
leonhang,"  Today, 09:54 AM",Getting Started,Group: Junior Member,Posts: 165,Joined: Nov 2008,,"Pakatan Harapan or Thailand, choose one"
dembaba9000,"  Today, 09:54 AM",Look at all my stars!!,Group: Senior Member,"Posts: 2,510",Joined: Oct 2012,,nothing new. i edi prepping wives to become maid. Imagine I have an army of wives......
advocado,"  Today, 09:56 AM",Look at all my stars!!,Group: Senior Member,"Posts: 2,075",Joined: Jun 2007,,"just normal house maid, or got train specialized in sucky sucky licky licky rub rub dub dub?"
happyking4ever,"  Today, 09:57 AM",Getting Started,Group: Junior Member,Posts: 191,Joined: Feb 2015,,prepare daughters and sons also. signs of a country more advanced than you is when your daughters and sons willing to go to other countries to become their banggla
advocado,"  Today, 09:58 AM",Look at all my stars!!,Group: Senior Member,"Posts: 2,075",Joined: Jun 2007,,"apart from those mentioned on news & social media, you know what is songlap? if you knew the whole deal you already moved out, if you can. the one exposed are just kacang putih, yes, 2.6bil is kacang putih.even small potatoes can get millions, over nothing, just promise A,B & C, later project sendiri angkat. sometimes the $ involved more than whole project itself. end up project halt coz no bidder.maju la malaya."
advocado,"  Today, 09:59 AM",Look at all my stars!!,Group: Senior Member,"Posts: 2,075",Joined: Jun 2007,,"Aussie, UK, USA, Canada, already been like that for many decades.but for ur son & dotters, probably need to consider Indon & pinoy. Malaysia maids will be hot stuff in next decades coz Malaysians are quick learners and know 2-3 languages, mulitculture & racial, so will be popular among those countries."
nickzkuso,"  Today, 10:00 AM",New Member,Group: New Member,Posts: 1,Joined: Jul 2012,,i love bangkok
gsem984,"  Today, 10:00 AM",Getting Started,Group: Junior Member,Posts: 105,Joined: Oct 2015,,thailand  < malaysia now?
