username,time,avatar_title,group,post_count,join_date,from,text
onemilimeter,"  Nov 21 2004, 10:17 AM, updated 5y ago",Regular,Group: Senior Member,"Posts: 1,132",Joined: Oct 2004,From: LOST,Pls share with us the courier service that you know and is available in Malaysia.Thanks.Updated on 2 Feb 2009.Courier services (Malaysia):1) Fedexhttp://www.fedex.com/my/2) UPShttp://www.ups.com/content/my/en/index.jsx3) DHLhttp://www.dhl.com.my/publish/my/en.high.html4) TNThttp://www.tnt.com/express/en_my/site/home.html5) GDexhttp://www.gdexpress.com6) Kangaroohttp://www.kangaroo.com.my7) Pos Malaysiahttp://www.pos.com.my8) Skynethttp://www.skynet.com.my9) ABX Expresshttp://www.abxexpress.com.my10) City Linkhttp://www.citylinkexpress.com11) NationWide Expresshttp://www.nationwide.com.my12) Airpak Expresshttp://www.airpak-express.com13) AWEhttp://www.avanti.com.my14) Secure Expresshttp://www.securexpress.net15) SecureXpressInxhttp://securexpress-inx.com16) Sure-Reach Worldwide Express Sdn. Bhd. http://www.sure-reach.com17) AsiaXpresshttp://www.asiaxpress.net.my18) DPEXhttp://www.dpex.com/malaysia/main.aspMore are availabe here:http://superpages.com.my/transportation/courier-service/
hivemy,"  Nov 21 2004, 03:16 PM",Gadgets Slave . Storage Craze,Group: Senior Member,"Posts: 2,151",Joined: Sep 2004,"From: Kuching, Sarawak, MY","Oh, I need help from this thread too.. how much do I send a 400gram parcel from Sarawak to Santa Clara, California? Please suggest a good courier.. I may want to give DHL a call tomorrow or next.. Thanks"
onemilimeter,"  Nov 21 2004, 04:14 PM",Regular,Group: Senior Member,"Posts: 1,132",Joined: Oct 2004,From: LOST,DHL (at my place) is not friendly.I sent a document (envelope) frm Penang to KL and DHL charged me 28RM.Poslaju only charges 4.95RMGDex only charges 5.50RMI suggest you to try Fedex
db07mufan,"  Nov 21 2004, 04:15 PM",Look at all my stars!!,Group: Senior Member,"Posts: 3,555",Joined: Jan 2003,,"city link, nationwide express"
corad,"  Nov 21 2004, 04:16 PM","Hard to see, the dark side is.",Group: Senior Member,"Posts: 1,894",Joined: Jan 2003,From: Sarawak / United Kingdom,Skynet? but its service just covers Malaysia only........
ikanayam,"  Nov 21 2004, 04:21 PM",there are no pacts between fish and men,Group: Senior Member,"Posts: 10,544",Joined: Jan 2003,From: GMT +8:00,ABX express. Heard it's good.
psth2988my,"  Nov 21 2004, 04:23 PM",Enthusiast,Group: Senior Member,Posts: 848,Joined: Jan 2003,From: Lahad Datu of North Borneo,better choose either ABX or GD. nationwide also not bad.
psth2988my,"  Nov 21 2004, 04:29 PM",Enthusiast,Group: Senior Member,Posts: 848,Joined: Jan 2003,From: Lahad Datu of North Borneo,one more   NationWide Expresshttp://www.nationwide.com.my/
soul_project,"  Nov 21 2004, 04:48 PM",Stars for sell. Pls PM !,Group: Senior Member,"Posts: 4,339",Joined: Jan 2003,,i prefer nationwide express ..
db07mufan,"  Nov 21 2004, 07:33 PM",Look at all my stars!!,Group: Senior Member,"Posts: 3,555",Joined: Jan 2003,,citylink??? it doesnt have a webbie i tihnk but its quite reliable..i sent some docs to holland and australia often
onemilimeter,"  Nov 21 2004, 07:55 PM",Regular,Group: Senior Member,"Posts: 1,132",Joined: Oct 2004,From: LOST,Do you think this ( http://www.citylinkexpress.com/malaysia/main_my.asp ) is the website for the 'citylink' your mentioned in your post?
Ah WanG,"  Nov 21 2004, 08:00 PM",Banned,Group: Staff,"Posts: 6,513",Joined: Jan 2003,From: Lowyat.net Malaysia           Status: Perma Banned,if i wanna send my motor bikes (115 CC) from mlk to kedahwhich one is the cheapest?last time i asked pos laju need rm150then itried nationwide wif only rm115any other cheaper courier services?any suggestion?DHL FeDex UPS i guess can forget about it.. sure very expensive as they r international worldwide company
cjtune,"  Nov 21 2004, 08:09 PM",Melancholic frog,Group: Senior Member,"Posts: 3,544",Joined: Jan 2003,From: Puchong/Singapore,My ex-company used OCS: http://www.ocsworldwide.co.uk/international.html
psth2988my,"  Nov 21 2004, 08:12 PM",Enthusiast,Group: Senior Member,Posts: 848,Joined: Jan 2003,From: Lahad Datu of North Borneo,better use road transport like lorry service if u want to send bikes..most probably cheaper then courier services.
db07mufan,"  Nov 21 2004, 08:40 PM",Look at all my stars!!,Group: Senior Member,"Posts: 3,555",Joined: Jan 2003,,city link the logo is green with a pilothead one..EDIT: checked the website..indeed it is the one that i used....
cjtune,"  Nov 21 2004, 09:03 PM",Melancholic frog,Group: Senior Member,"Posts: 3,544",Joined: Jan 2003,From: Puchong/Singapore,"Doing searches with the term ""courier"" will turn up quite a few of them in http://www.yellowpages.com.my"
HMMaster,"  Nov 21 2004, 10:11 PM",Counting down to 10k club...,Group: Moderator,"Posts: 9,412",Joined: Jan 2003,From: Kuala Lumpur,i think KTM have this kind of services....
nebousuke,"  Nov 21 2004, 11:48 PM",BlahBlah,Group: Senior Member,Posts: 901,Joined: Jan 2003,"From: Kittyland, Dreamland Joined: TODAY, 12:00 AM",melaka where got train station?
