Topic title: “百個鼠穴鑽呀鑽” ： 火箭林冠英治理的檳城又上頭條了
username,date,text
一燈大師,20170803,"“百個鼠穴鑽呀鑽” ： 火箭林冠英治理的檳城又上頭條了。不是剛拿了兩個什麼國際優秀獎嗎。那麼快就疏於城市管理呀。國際都市暴發鼠尿症可不是開玩笑的。【今日北馬頭條】大如中型貓．挖到近民宅百個鼠穴鑽啊鑽| 中國報 "
kwai56,20170803,"射殺老鼠應該不會被愛鼠人士譴責州政府嗜血吧 "
一燈大師,20170803,"這回終於清楚為何檳市政廳、市議會 要付 “yuran” 拿獎了。"
lier-king,20170803,"有一天大湿梦遗都会怪林首长。"
mark,20170803,"没杀老鼠太多洞马华中立不满意....杀了老鼠马华中立说残忍....APA LAGI 马华中立 MAU"
一燈大師,20170803,"以上的火箭粉願意搬到百個鼠穴的地方住嗎？檳州門牌稅、地稅漲價後，州政府獲得更富裕稅收，可是治理方面不到沒提升，反而鼠災成難，如何對得起納稅人。"
kmrddecade,20170803,"老鼠罢了，没什么大不了的，又不会死人印度有些地方还以养老鼠出名咯，还成为旅游胜地"
一燈大師,20170803,"我也略知印度那個拜敬老鼠的地方，可能檳城要成為第二個老鼠聖地。"
一燈大師,20170803,"全城殺鼠對討好穆斯林沒什麼幫助。"
一燈大師,20170803,"百個鼠穴鑽呀鑽，是不是檳城火箭州政府的政績？"
一燈大師,20170803,"執政 9 年，蛇鼠一窩。         "
NickNick,20170803,"我们全力支持林冠英三连任首长林冠英是继林吉祥后难得一见的好领袖"
一燈大師,20170803,"全馬各州老鼠都會仰慕林首長。"
一燈大師,20170803,"眾生平等，林冠英愛護小動物值得讚揚。"
samsilence,20170803,"够力"
beyondseek,20170804,"當然算在林冠英的帳上啦。如果沒有林冠英，大師又怎么會天天開腦殘貼～～就是因為林冠英，害大師開腦殘貼開到變腦殘。應該告林冠英賠償大師的腦殘醫藥費。"
thunder,20170804,"大师别再抓老鼠了，penang 昨天有辆lorry抛锚，搞到大塞车，大师还不开帖shoot！"
kwai56,20170804,"可是如果不殺，檳州反對黨又會去那邊打卡了 "
PulauKentang,20170804,"不知麻花有帮大师交Socso吗？如果有大师可以Claim因工作而导致脑贱"
一燈大師,20170804,"如果火箭州的鼠患不關火箭議員的事，那 歐陽捍華、楊巧雙 何必搞貓頭鷹滅鼠計劃。樓上火箭粉以為可以推卸責任嗎。"
cct2050,20170804,"卫生不佳老鼠众多霖粉之光"
cct2050,20170804,"如果报纸报道是 johor霖粉早群起攻击"
一燈大師,20170804,"就算火箭招核電廠到檳城，火箭粉也說核輻射有益。"
kmrddecade,20170804,"原来是你叫他开贴的"
prince,20170804,"鼠患问题是卫生部的事，卫生部部长应该引咎辞职。"
revolt_cobra,20170804,"什么都管林神的事，1MDB,mo1 呢"
cct2050,20170804,"市议会收门牌税，负责倒垃圾 清鼠洞卫生部负责监督  开罚单"
一燈大師,20170804,"是啊，我原本都不想開貼的了。      "
evildead911,20170804,"BN都有很多老鼠哦，你琢磨不报道的？"
evildead911,20170804,"我看医药费算了吧，医了都没救"
一燈大師,20170804,"林冠英加入馬華 BN，我就不報導了。"
evildead911,20170804,"一定有，他那么厉害捧鸡gor的LP，一定会帮大师交socso的"
evildead911,20170804,"好啦，你继续吹吧"
mark,20170804,"应改被干捞了所以导致大师变成这样..."
leo3_puff,20170804,"在國陣英明管理下的吉隆坡，老鼠的數量是隆市市民的幾倍檳城簡直是小巫見大巫"
512MB,20170804,"一灯江夏收了马华的3合1咖啡，只看槟城，尽量放大槟城，努力唱衰槟城。同样事情在其它的州发生是没有问题的。"
RingRingRing,20170804,"新加坡也是有老鼠啊 "
