name,scale,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
amanah,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
amanah,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
bn,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
bn,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
dap,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
dap,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
gerakan,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
gerakan,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
keadilan,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
keadilan,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
kimma,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
kimma,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
ldp,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
ldp,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
mca,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
